x,y,z
-2.858501,1.456017,-0.4603921
-2.876346,1.471628,-0.4638989
-2.805763,1.321627,-0.469457
-2.806923,1.421627,-0.4635533
-2.758654,1.471628,-0.4498779
-2.706766,1.421628,-0.4546213
-2.659215,1.421627,-0.4372897
-2.611473,1.371627,-0.4209372
-2.608399,1.471628,-0.4365787
-2.500367,1.371627,-0.4677188
-2.500451,1.421627,-0.4672916
-2.530293,1.421627,-0.4468496
-2.498917,1.471628,-0.4750935
-2.537852,1.471628,-0.4483351
-2.446002,1.371627,-0.4850664
-2.39082,1.321627,-0.5065641
-2.392838,1.471628,-0.4962988
-2.287498,1.471628,-0.5137395
-2.23298,1.371547,-0.5616958
-2.232887,1.421628,-0.5323331
-2.245266,1.471628,-0.4693393
-2.185213,1.421627,-0.5156339
-2.191775,1.456503,-0.4822376
-2.139215,1.471628,-0.4903999
-3.152724,1.621613,-0.5243573
-3.178606,1.671627,-0.5234474
-3.100605,1.521624,-0.526192
-3.051772,1.621589,-0.5285456
-3.048877,1.671627,-0.5288296
-2.998471,1.571615,-0.530593
-2.946229,1.521628,-0.5325965
-2.946159,1.621627,-0.5329272
-2.902029,1.621627,-0.4981939
-2.896233,1.671607,-0.5351621
-2.845935,1.521594,-0.5367574
-2.858501,1.518941,-0.4603921
-2.848859,1.538573,-0.5094536
-2.858225,1.571627,-0.4617937
-2.855151,1.621627,-0.4774395
-2.845979,1.671592,-0.5372469
-2.827639,1.521628,-0.5052833
-2.80276,1.571627,-0.4847401
-2.809439,1.532365,-0.4507506
-2.845871,1.621627,-0.4579099
-2.82542,1.671627,-0.5048473
-2.854752,1.671627,-0.4596553
-2.757027,1.521628,-0.4581599
-2.754926,1.571627,-0.4688489
-2.756927,1.621627,-0.4586668
-2.710522,1.671628,-0.435509
-2.660967,1.521628,-0.4283776
-2.660867,1.571627,-0.4288872
-2.609869,1.521628,-0.4290949
-2.610793,1.571627,-0.4243966
-2.55533,1.521628,-0.4473285
-2.59535,1.671627,-0.4086782
-2.529578,1.521628,-0.4467091
-2.510188,1.621627,-0.4177397
-2.450844,1.521628,-0.4604232
-2.406012,1.571627,-0.4292586
-2.402193,1.671628,-0.4486918
-2.351033,1.521628,-0.4497263
-2.352696,1.571627,-0.441267
-2.298735,1.521628,-0.4565554
-2.299502,1.621627,-0.4526512
-2.298852,1.671627,-0.4559612
-2.245996,1.621627,-0.4656292
-2.190711,1.671627,-0.4876565
-2.137788,1.571627,-0.4976615
-2.085033,1.521628,-0.5068157
-3.18061,1.771628,-0.5236917
-3.048747,1.871627,-0.5294899
-2.946063,1.771628,-0.5334225
